first_corpus,first_item_id,first_title_sha256,first_label,second_corpus,second_item_id,second_title_sha256,second_label,corpus_pair,character_5gram_jaccard
ISOT,23504,0a70acd2fa8ea735cd5aa0fa019fec0901a305026ec222f0d90cf272ebaae982,1,ISOT,23523,c8da99b9c2233727f561399ce749d9f726a862f2e3aade99d18e8596fe3a8c1d,1,ISOT–ISOT,0.7662337662337663
ISOT,23534,54e0066589abec15854ecdcc128235cb1d26c0a5042dda88d9bbc9ea931c6e4f,1,ISOT,23538,1b9a1d4326602d4ef36a33e5bb3ca66ac084d7a51d3b791a04f451a5f4be75e4,1,ISOT–ISOT,0.855072463768116
ISOT,23728,16bd32a0c327414efc8babd5e021303352bc474c4ddb516bd7206acef186f863,1,ISOT,23731,8975c7d2683b3034bc0776440fbc0476305f338ad5c838573c901d6688ad5c23,1,ISOT–ISOT,0.8857142857142857
ISOT,23791,67a53933b6ff6a7b6fc5cfe7174d010655ea26f7118de830bf506bdd7ac04d72,1,ISOT,23811,68dadf1da6496b7a79e127ffdb83bd53966aec8e415fd6e5908ae33392dfc208,1,ISOT–ISOT,0.7538461538461538
ISOT,23908,0e8625ebff6b3457a3aeea635ae93e7919c0a27976338ebd012b423389a77a46,1,ISOT,23947,5e247f9a420ade823a01b898d101759ab08141471dc4938a085249b706a44178,1,ISOT–ISOT,0.8275862068965517
ISOT,23700,374edfc32fa9a0d4f133ac5b4a71437824a6ad2c912aaed4bd3ed3e80da66db4,1,ISOT,23953,6077e28bdd7a7d0acd52007b6433c9b06ebfe66d3dd9cf27d75ee87efc895bec,1,ISOT–ISOT,0.8441558441558441
ISOT,24039,17cd5443a8b492478d71c4fcc4c3d1490c511f4dbbf7ffe53d55a2eb6bb5aa14,1,ISOT,24042,3b1fe90beb82075b6ab88186998c0ec36852cb71ed4820441b70eda8a1ce8cee,1,ISOT–ISOT,0.8333333333333334
ISOT,24188,30555e647ef761989f79a63fffb91a449132c3bb0ddbaa53a93b785d2665ea1d,1,ISOT,24199,db382a6ef0a3f57edb4d3be55dcf7b4af4776dd4ab04dde33149aebbf04c41ad,1,ISOT–ISOT,0.7738095238095238
ISOT,24792,8c599e7393202d18b5e50064cd60618cacc886ef26bbe0f1e52388f099c664a9,1,ISOT,24794,caf295988b4e4c4c99ca93aaf6882e66a24ae842c28cb63acec1684cafab2ff4,1,ISOT–ISOT,0.8461538461538461
ISOT,25968,89a81fac12389f7e53ba91ee8553471ceda3eda8d5be192cc1f618863e64781e,1,ISOT,25973,befe8cb82fd28c3a2b74628a64502e386f7a4110cb3d28bf917cfc176fb37aff,1,ISOT–ISOT,0.765625
ISOT,26666,aa1f721cce1f8f999bf08ab483f9ea42d6d8520a650625d7b35b7061ff69b904,1,ISOT,26786,cfc382535d70b18cfcd1f8810442f2847a6fed947eae04cf8b219a96481d1dc2,1,ISOT–ISOT,0.9365079365079365
ISOT,27150,f42d7048812103eb1d3c63a8375ec184ae611f5ab698b1e2cc0cacf0e1a8e044,1,ISOT,27152,bec552825218c03587725f5b343a6991878d3784aab157d102b8cea21cee7283,1,ISOT–ISOT,0.7887323943661971
ISOT,27393,939b694281caf61131993c72e2df568959a0119dfcc9a99fc3f98f4fd4af34ed,1,ISOT,27416,4565d9894cea8ca853fb1604ebbd97bea35fa8a7aed6798eb35d2f375cbd4d62,1,ISOT–ISOT,0.75
ISOT,27397,710be10c5e57604b19b698a2fa71e3e928f9591f551d71e381c9bda42f9562d0,1,ISOT,27417,ba9dded4bf8d45fdfed62d8429649dc84dead6da734401d9c6b0c7e0225eb8da,1,ISOT–ISOT,0.7384615384615385
ISOT,27479,8fa0056523472ee077dbf270e2d8d7df84b39aea150e99599802e97399b694fb,1,ISOT,27530,a08c52bfb80f9e7a9bdb7727646fe77abe6bb6b0b5ce1f8d55bcaf9a4e1c82e0,1,ISOT–ISOT,0.8983050847457628
ISOT,27530,a08c52bfb80f9e7a9bdb7727646fe77abe6bb6b0b5ce1f8d55bcaf9a4e1c82e0,1,ISOT,27613,0dd9df02ca371a67e9a88c67b21f21b06c5b09faf6228675cbbda77c338c15cb,1,ISOT–ISOT,0.9464285714285714
ISOT,27479,8fa0056523472ee077dbf270e2d8d7df84b39aea150e99599802e97399b694fb,1,ISOT,27613,0dd9df02ca371a67e9a88c67b21f21b06c5b09faf6228675cbbda77c338c15cb,1,ISOT–ISOT,0.9464285714285714
ISOT,27530,a08c52bfb80f9e7a9bdb7727646fe77abe6bb6b0b5ce1f8d55bcaf9a4e1c82e0,1,ISOT,27725,14c5ec5d5b6d6055d3c621a06a427a5d8133f85f1b6e1b141360f32b8eacd431,1,ISOT–ISOT,0.8888888888888888
ISOT,27479,8fa0056523472ee077dbf270e2d8d7df84b39aea150e99599802e97399b694fb,1,ISOT,27725,14c5ec5d5b6d6055d3c621a06a427a5d8133f85f1b6e1b141360f32b8eacd431,1,ISOT–ISOT,0.803030303030303
ISOT,27613,0dd9df02ca371a67e9a88c67b21f21b06c5b09faf6228675cbbda77c338c15cb,1,ISOT,27725,14c5ec5d5b6d6055d3c621a06a427a5d8133f85f1b6e1b141360f32b8eacd431,1,ISOT–ISOT,0.8412698412698413
ISOT,27899,c571ea035980e5e0e27e95a8b30a437c9a0e1900e49f90beb9e365f8a2ccba27,1,ISOT,27906,7cddb33b157ebf8b5c84e08c2f8d094c17f248db7a9f3078f82879bc22363f74,1,ISOT–ISOT,0.7692307692307693
ISOT,27945,ccb82c4d8af68b9196a50b898aa557c656c4b860c5ba6e771dffc74dac812f57,1,ISOT,27973,0b80f38e9af7a5c177c4df543200e42102c9d53807fc253c1abde86423c077ed,1,ISOT–ISOT,0.7916666666666666
ISOT,28025,861f099cde043333f1f39afd7f26e2bbcfac4acce112c5daa9265795ac662fba,1,ISOT,28042,b45e9cb48392b67417540d64a0ad4ccb7c00959f79a3ca47941df1cd36cebb36,1,ISOT–ISOT,0.8360655737704918
ISOT,28013,0e563ffdaae22144e565d1f6bcfe51afebd36c2325db03db2ad91b0cc899f38c,1,ISOT,28127,7da79767b7b8c3265b6b860677834fd9705b23e2beaa2ffbfb510d2121e0b4df,1,ISOT–ISOT,0.71875
ISOT,28017,61cc1b9284f02cf5ab9f51a93aa088d0fef61e616aef884b20895f52736a3e3d,1,ISOT,28213,e737374b1ed0d8b9ea972cf5d034f44341001fe60726b870cf02a80a2a5744c5,1,ISOT–ISOT,0.7755102040816326
ISOT,28253,914f9ed4299b37117a304328f58c3335bef1bbd7152347b024e2576fe0b0a419,1,ISOT,28254,d2d2af956900ef2a60ff4a903f04f517bff861189b180a354f9faa5c1519e4c2,1,ISOT–ISOT,0.855072463768116
ISOT,27568,051b07e1a152e508e32fb1aba71c477a5253cb1dbd7aea3c3debe8ee56781189,1,ISOT,28343,e14a21c83b1b7ef0fe2b7d296243eda60a516da798715ba384e456ff737cc4e2,1,ISOT–ISOT,0.8461538461538461
ISOT,28017,61cc1b9284f02cf5ab9f51a93aa088d0fef61e616aef884b20895f52736a3e3d,1,ISOT,28435,ee5bab51386fafcccbc117be85e25141fcbdd9a7083116bec9c6d3db41c227e9,1,ISOT–ISOT,0.9019607843137255
ISOT,28435,ee5bab51386fafcccbc117be85e25141fcbdd9a7083116bec9c6d3db41c227e9,1,ISOT,28478,ecd1531bbc3298f0f7a4291346699cc57366eff56280d5f00bb4e488c44aa17e,1,ISOT–ISOT,0.9019607843137255
ISOT,28017,61cc1b9284f02cf5ab9f51a93aa088d0fef61e616aef884b20895f52736a3e3d,1,ISOT,28478,ecd1531bbc3298f0f7a4291346699cc57366eff56280d5f00bb4e488c44aa17e,1,ISOT–ISOT,0.8846153846153846
ISOT,28213,e737374b1ed0d8b9ea972cf5d034f44341001fe60726b870cf02a80a2a5744c5,1,ISOT,28506,4a9d94e7aa9a9c82a52fc4676630e9dd6ca5e7039802066a958d78656c56f180,1,ISOT–ISOT,0.7291666666666666
ISOT,28435,ee5bab51386fafcccbc117be85e25141fcbdd9a7083116bec9c6d3db41c227e9,1,ISOT,28623,480eaec45a7d3577dffd90c8616bf3c1bd2b0880ac3cbf78f9bf8dac349bb4ae,1,ISOT–ISOT,0.7708333333333334
ISOT,28213,e737374b1ed0d8b9ea972cf5d034f44341001fe60726b870cf02a80a2a5744c5,1,ISOT,28623,480eaec45a7d3577dffd90c8616bf3c1bd2b0880ac3cbf78f9bf8dac349bb4ae,1,ISOT–ISOT,0.875
ISOT,28506,4a9d94e7aa9a9c82a52fc4676630e9dd6ca5e7039802066a958d78656c56f180,1,ISOT,28623,480eaec45a7d3577dffd90c8616bf3c1bd2b0880ac3cbf78f9bf8dac349bb4ae,1,ISOT–ISOT,0.7446808510638298
ISOT,28699,e4539d96590638dd04a73f10dd5d96544932d9cc1f358c5360fe0b2e4cb0beb1,1,ISOT,28846,90dedf9bb86f4c54727f2c5d2da56a0af24190ee7cd867a46527f0d25f3631df,1,ISOT–ISOT,0.9
ISOT,28699,e4539d96590638dd04a73f10dd5d96544932d9cc1f358c5360fe0b2e4cb0beb1,1,ISOT,29018,415ef082a5d31695ac5ece35def2e88ac0e803b0f4955bca29251dab2c69539d,1,ISOT–ISOT,0.7659574468085106
ISOT,28846,90dedf9bb86f4c54727f2c5d2da56a0af24190ee7cd867a46527f0d25f3631df,1,ISOT,29018,415ef082a5d31695ac5ece35def2e88ac0e803b0f4955bca29251dab2c69539d,1,ISOT–ISOT,0.7058823529411765
ISOT,28478,ecd1531bbc3298f0f7a4291346699cc57366eff56280d5f00bb4e488c44aa17e,1,ISOT,29018,415ef082a5d31695ac5ece35def2e88ac0e803b0f4955bca29251dab2c69539d,1,ISOT–ISOT,0.7142857142857143
ISOT,28748,32ccfaa7e2acb13e821524f8009b707fe6ef02fb661bc101c33d5192e7f3c66c,1,ISOT,29018,415ef082a5d31695ac5ece35def2e88ac0e803b0f4955bca29251dab2c69539d,1,ISOT–ISOT,0.75
ISOT,28699,e4539d96590638dd04a73f10dd5d96544932d9cc1f358c5360fe0b2e4cb0beb1,1,ISOT,29076,e912183bdfa4cd26426ec3d33f7651bd9547be46b3bcaa8a6329aa54b06759bd,1,ISOT–ISOT,0.7435897435897436
ISOT,27380,127460261c3f52191b0b6640139f0ecf5a41515ef9f9029d7895bdf304313802,1,ISOT,29135,a921563b7ecc7feb054e27fc2613d2f01f667d509bf09c659be0ba9b5bc501bd,1,ISOT–ISOT,0.8125
ISOT,29018,415ef082a5d31695ac5ece35def2e88ac0e803b0f4955bca29251dab2c69539d,1,ISOT,29146,e5be7e06d38344dfcd1df00bc393b565c4528e42512d98c826e61261854cd07c,1,ISOT–ISOT,0.7166666666666667
ISOT,29146,e5be7e06d38344dfcd1df00bc393b565c4528e42512d98c826e61261854cd07c,1,ISOT,29288,6105d35640bddbb4a99ca06dd6661aef819b2f16dcc0eedffea8e52d3486c171,1,ISOT–ISOT,0.7619047619047619
ISOT,29288,6105d35640bddbb4a99ca06dd6661aef819b2f16dcc0eedffea8e52d3486c171,1,ISOT,29324,26d5460e6971d7416ce7277503b8b17bf4918bba790cbeb8f0aa4ac699999d91,1,ISOT–ISOT,0.847457627118644
ISOT,28846,90dedf9bb86f4c54727f2c5d2da56a0af24190ee7cd867a46527f0d25f3631df,1,ISOT,29363,700f33c343bd8565bd97bfcd508ad7d42933ddf8937f8cd87046efd235836c34,1,ISOT–ISOT,0.7021276595744681
ISOT,29748,294610d954be695a933deeb27354b32873295fb9302822e91977cf8b7cad695c,1,ISOT,29806,eadeb5218c775ba4fb07ca3e7d1c901599d739731730bda038dbddbea54a861d,1,ISOT–ISOT,0.7727272727272727
ISOT,29701,86361a287952d1951cfd6a37b24807a634d49b5d8fc29b969f4dc483f1a5965d,1,ISOT,29996,5afbba1dddadaea2f8cb57411e729bff0f0e4567d44cbd8a790cfdfead80570c,1,ISOT–ISOT,0.8367346938775511
ISOT,30009,d8c21d4e48b89fc58bbc6e57639d38e0b19c1fecd02e02383564be64da07d20a,1,ISOT,30288,3e47db83ac1c17706abe29b8747d308b6d2d895c88253d9243f73727b5ea7056,1,ISOT–ISOT,0.8620689655172413
ISOT,30009,d8c21d4e48b89fc58bbc6e57639d38e0b19c1fecd02e02383564be64da07d20a,1,ISOT,30318,41b641af76d3ae5719ea6d75d46815e9d049c279d7e71c66cd3c0cf795859d8f,1,ISOT–ISOT,0.7384615384615385
ISOT,30318,41b641af76d3ae5719ea6d75d46815e9d049c279d7e71c66cd3c0cf795859d8f,1,ISOT,30374,fa9b559c8f0dd3b57145b6c8bad1ec291c897f1b9842ceadde5543ec5aa66e41,1,ISOT–ISOT,0.8412698412698413
ISOT,30412,590dc0ea3d5f1e71d3ed6e52fde2e6676fcd7abc418ba7255043f926dbbc348f,1,ISOT,30417,5f9e5d673e19014b9de1e506b12edd3a1ee46b77a886b9365794eb37be704066,1,ISOT–ISOT,0.7936507936507936
ISOT,30318,41b641af76d3ae5719ea6d75d46815e9d049c279d7e71c66cd3c0cf795859d8f,1,ISOT,30442,81d166fbb767ee99de0d618ef1255a0c1de11cffbd6b98b207f49f4ab51621e6,1,ISOT–ISOT,0.7142857142857143
ISOT,30374,fa9b559c8f0dd3b57145b6c8bad1ec291c897f1b9842ceadde5543ec5aa66e41,1,ISOT,30442,81d166fbb767ee99de0d618ef1255a0c1de11cffbd6b98b207f49f4ab51621e6,1,ISOT–ISOT,0.8688524590163934
ISOT,30318,41b641af76d3ae5719ea6d75d46815e9d049c279d7e71c66cd3c0cf795859d8f,1,ISOT,30638,6da6fa76cec3d4a0f42eb362add30535a23224febdacc504a5c4abd2b7044edc,1,ISOT–ISOT,0.7241379310344828
ISOT,30682,a39dfb9008e29cd8148260a0907e6d360303a2e9fc3aa51df18ae3628da062ee,1,ISOT,30729,5ab6d1a738002112b451a7f87f9e49691e75187b3e8e0fba67ef895e91cb665c,1,ISOT–ISOT,0.7575757575757576
ISOT,30729,5ab6d1a738002112b451a7f87f9e49691e75187b3e8e0fba67ef895e91cb665c,1,ISOT,30758,4192caaa8d8be01eea00e9f84861b684c695da84de3cc12e2031cd00ecb9a524,1,ISOT–ISOT,0.8571428571428571
ISOT,31007,659b723c56f21f0c67c5d15b038142cf89f80527822fd6a08f82c80bdd932c37,1,ISOT,31055,b54e12b6eb0d13e356bd85292106ea06f6fadfb137b2a363aa86b82b31416d63,1,ISOT–ISOT,0.7083333333333334
ISOT,31025,14ab2bc5d9a2aa81a9473e6ee057fa50bb2e47e59600e4a8d6ea74798ca52be5,1,ISOT,31055,b54e12b6eb0d13e356bd85292106ea06f6fadfb137b2a363aa86b82b31416d63,1,ISOT–ISOT,0.7692307692307693
ISOT,31067,a1b3cfc0771e5029432a2c23444797e00e63d55bfa2aed7a8a374e882829ab83,1,ISOT,31168,c452da20c53fb88f7c09d7d852ee08a1f6533ae58d5e3d2e8a25a755b14e8b12,1,ISOT–ISOT,0.704225352112676
ISOT,31456,98c08882c1ab7519902263a3b2e4c435679388f42d5406355f433a08b868f171,1,ISOT,31457,f2e95ba5f3ee4669da00a1a78632a94da67653b281fb8867102785bd2935e1c7,1,ISOT–ISOT,0.75
ISOT,31150,c428a6c37955eb142cc0277862d3dfa4543ffedbc81f40eb237cdc0af276b913,1,ISOT,31817,abb15afddb2fff80d76d560589e58e7614b5ca00afac4bf48f0c929c4e3a0a65,1,ISOT–ISOT,0.7833333333333333
ISOT,31439,6b5cbb9d7ab95f7cc3ecc7e1c31c43fb6ff68a5624a059ebb8581cca167e8d01,1,ISOT,31844,16af9fd214807182ab22ca56f436b700187108898d98de0c13b68d8d6dd63076,1,ISOT–ISOT,0.8269230769230769
ISOT,31439,6b5cbb9d7ab95f7cc3ecc7e1c31c43fb6ff68a5624a059ebb8581cca167e8d01,1,ISOT,31904,19be5b69c28dcc32a6c017d8a1e3168ee15e3e979d9e27e0e3742528828e0cd6,1,ISOT–ISOT,0.7818181818181819
ISOT,31985,fd9bd209327870451c345563034f0c1308460ac3aa920baf9c0101481acb0f82,1,ISOT,32023,b6d02e35af1afe2cecdc23132740d4eb93fe7d9cea43418c5d4defc5d77e2851,1,ISOT–ISOT,0.7727272727272727
ISOT,32260,e55489f1adbf1cf58ad4d95d59c3b4f396469159826f3548c020d92d057bf828,1,ISOT,32278,4ca1fd4f0d87de4fd0c21da9df56e467ca589a40631fb66bbd03b3766d55ae54,1,ISOT–ISOT,0.7068965517241379
ISOT,31985,fd9bd209327870451c345563034f0c1308460ac3aa920baf9c0101481acb0f82,1,ISOT,32351,7396f6da6f4a2782a27416c038b0f30b2d83cf9b17a940fbe255a68361fe1315,1,ISOT–ISOT,0.734375
ISOT,31373,fab9a0f2830a05a9adc34107669088ce7f003a40f4ecfb57191a7f045cd13f93,1,ISOT,32425,54c0ed81933e19a070ae283062bdf6f33bdba0ac0405c08b9587825df6edf46d,1,ISOT–ISOT,0.7972972972972973
ISOT,32448,af874197b922bdb43fce22562227cf5f8b413aa5f9e499b19b9b8f69b54cf756,1,ISOT,32452,a22fe9297281bd441573af775a1d31f540916e11cb524d34ff6b1a46e344aec4,1,ISOT–ISOT,0.8392857142857143
ISOT,32379,40e02b3ec9c2d7934517fc13a9db067242ee180dc8c3069658bce215957b6c67,1,ISOT,32519,63067c268466847f0f29b21f099db517c08f5c975da44f40081732afe666c1ed,1,ISOT–ISOT,0.8253968253968254
ISOT,31953,19af4e6cc2b59f2f43b9d8940c66387214757d39ad2081d91e5cd0d375f7652b,1,ISOT,32668,92ced258043a6fdf807ad271016f1dd40fe02f77562da997f5d49ef60db2a6b6,1,ISOT–ISOT,0.7837837837837838
ISOT,28808,9577ab79f45952479b9eff030f82b1359f8dafea80ec1d0dcd1922846341cce3,1,ISOT,33631,50add812a62b0f42269e87903a9103332554f1fc0de76ed5069c769a14de3c4e,1,ISOT–ISOT,0.7352941176470589
ISOT,33923,015fa92bc09e3d23e3f8caba939bd95b070f820b768474a089975a957afac66a,1,ISOT,33924,7cf6c5a9b1261e4729b4e1b605c7f78e781c52112cceb3b5218cdb1dc14d725f,1,ISOT–ISOT,0.875
ISOT,34385,87279ec5cd3037a589829c8d78e639f20051b25601d01ddf9133aba709ef7fca,1,ISOT,34415,9fe09cce2b822809f751b3aabd19726616b35b10e8a58b8db4b18df7c382a8a0,1,ISOT–ISOT,0.7017543859649122
ISOT,34398,fba025fcc656a7865d32f4542725d9beff42879c0fa21a43b0c94d22804c13a4,1,ISOT,34415,9fe09cce2b822809f751b3aabd19726616b35b10e8a58b8db4b18df7c382a8a0,1,ISOT–ISOT,0.8431372549019608
ISOT,34778,8d79844bbdf0a75845c930ce05f12b0a1653fc3be5ac00fdd1ffa38d073a8bd6,1,ISOT,35097,db448af7094e378162e26e071ad17ec59d5f603d3c5d2214240d8e2afdad8d16,1,ISOT–ISOT,0.8840579710144928
ISOT,35201,2c1ae5d34cba32bd5370c0cdf1703044e1169903618a4d9bd2667bea2baca4ee,1,ISOT,35430,b451704f17a9fc3c754025ee83fceb8fe507a26ef99868c019cddf060b5c5cce,1,ISOT–ISOT,0.9285714285714286
ISOT,36127,50677515da593f2954391f0317d2c26d24bd12959d8ee8e8195738d700534bca,1,ISOT,36128,38681a5a1c74c10a371a4308395ea81e6023696446b36a1b69549aa66ab60b97,1,ISOT–ISOT,0.8461538461538461
ISOT,36487,8150d4415275583ab436769a8457c68e6c9889de55cacb82976bfdefc5f618f3,1,ISOT,36503,20bbde9f11ec54b7886e864d0e9a6e28c5a0236ad6cd303bfc7c4db6aeb6b0a0,1,ISOT–ISOT,0.7647058823529411
ISOT,36553,2051ad9e477f5ac39cd1a70e693fdbdc94650802a0a7f7a57ea686d1744280c3,1,ISOT,36654,0e67f9f6b7011ea9a3c3a3d5fa7cb146c4ad3b14bf2ed8cf44b34da2b64fec34,1,ISOT–ISOT,0.7894736842105263
ISOT,36786,e1227e31c04f68c4fc562a87ebe2a93d180a5efc3e74c396f4ac7b8f38fbe8d5,1,ISOT,36787,1ee2b951c4fdcfe9a1106530b35e86a1dcc75ef2b80f71e29bb08917fcce1316,1,ISOT–ISOT,0.8028169014084507
ISOT,36818,2044cc6e385bfbacaed9b1be76e96f862066a37b217f9cb501fcf0c9fead8ed1,1,ISOT,36865,83e737da219ca4021e8175aa65f625c638d17d0a30f92c7070d13c3e52072a63,1,ISOT–ISOT,0.8548387096774194
ISOT,36905,f032b56c3d03fdc2c97879b629c85d416efe8871a1501cf33585879a5448990a,1,ISOT,36940,b85b1be1dfd1924d3b2d6741c8fc4b421389ebe8d4643931cd6cd2f1ca63f662,1,ISOT–ISOT,0.8571428571428571
ISOT,37056,952272d698e339e81f2cd3b875cdc8bc60865844e59d2475b705573c95bf000c,1,ISOT,37107,472d42e10e34cfcb625a2280b396569e80038680f5d98a58882d8ed7dbfc4cea,1,ISOT–ISOT,0.7808219178082192
ISOT,34922,4a6830ca03dad946aaee0d22504d818d81bd14a7ed6f86d108408c4520d6a080,1,ISOT,37146,f36321974de30827846f3127f4e6ed514490f7a0455afad3b81ed4529b095b92,1,ISOT–ISOT,0.7101449275362319
ISOT,36663,59c7873eb99353e833000b078e4caf5874a401920cab52de53f8b972b2e4fecf,1,ISOT,37302,6e77b3621896b11e8fed87342226ad3edf7d0bb66f506048096559dd886f50fc,1,ISOT–ISOT,0.7794117647058824
ISOT,36565,de5bef9f8ecdba15a06fafb9afd1acf92107026b90134bbac813b66f04258ea7,1,ISOT,37346,65ccd4639fbf22d3a13cab283692858c44071f4c44bdbc5f0d845a87f4c68849,1,ISOT–ISOT,0.7605633802816901
ISOT,37328,c75aa428c50bd57af4ff353dbbffa2307ac7a392d55b660fdafbb2434826f017,1,ISOT,37353,9f6b36e3d8974bf541b82c656ac9b0576aa6d176d45b462f1a001a5d3b078b4d,1,ISOT–ISOT,0.8227848101265823
ISOT,37346,65ccd4639fbf22d3a13cab283692858c44071f4c44bdbc5f0d845a87f4c68849,1,ISOT,37407,18671bb46551b9b50bfee3e8ff365f74282288f1d17e28c56499094d3a0fc2e9,1,ISOT–ISOT,0.7868852459016393
ISOT,36565,de5bef9f8ecdba15a06fafb9afd1acf92107026b90134bbac813b66f04258ea7,1,ISOT,38003,50be2da92d1bd965ee29f4f9917bb0d4293716f09db9ebeb26fa5c613d4cde4e,1,ISOT–ISOT,0.782051282051282
ISOT,38003,50be2da92d1bd965ee29f4f9917bb0d4293716f09db9ebeb26fa5c613d4cde4e,1,ISOT,38220,731bc82a4911ec93e49f9fb19f33f01dd6a678a0c2a9b99ec68573a7cda37692,1,ISOT–ISOT,0.8732394366197183
ISOT,38694,639f21f5c491cf3db27df2d870f20373661131f839c7d6ada757ec1ce6a0096a,1,ISOT,38695,798e804398929bdf4c02cb9023d48dc874aa4297befd6c553568568a4dd97caa,1,ISOT–ISOT,0.7831325301204819
ISOT,37407,18671bb46551b9b50bfee3e8ff365f74282288f1d17e28c56499094d3a0fc2e9,1,ISOT,39187,619f8e15d73ffcd39d59a52ebbfc6fbfa7fed613a54152498131cb43795622d9,1,ISOT–ISOT,0.7258064516129032
ISOT,38727,0766dfafb238f63d89a17c5fb48a5009e338cffdf70f1122dedc56f402c89419,1,ISOT,39256,581c757514b5bd801414881573144e10be5e1e631d061f9492393259247645a2,1,ISOT–ISOT,0.7222222222222222
ISOT,39615,b5e5578fba1bebafc009bb5710dd46f2fafe10a8a04445b0aa54690c0edf7f96,1,ISOT,39619,1c6e13ca8b5b53076a8603579b2561978d25d562647debe106014c8458bf594f,1,ISOT–ISOT,0.8311688311688312
ISOT,39991,2e7d01ca4b7b7894c86a52489bdb477e317ce2c40b9c898439e644cf9430f04a,1,ISOT,39995,2cafdb9a7a3a7edc851b6ecd2af3dc212171489fa07da9e342573982d63a32c8,1,ISOT–ISOT,0.8260869565217391
ISOT,40172,ae326244053a82f919a695341df422caf93dd03e1fefd2f6657b6e7e748418e1,1,ISOT,40217,7b408af3da088c72053dd58cf133f2d7b892030b27703e5b8200d0bd2a860b11,1,ISOT–ISOT,0.90625
ISOT,38136,20cbc56bcd3c47fe8910a8f67395351ff06971c017d8d1a9add556e51a94ed6c,1,ISOT,40806,f56b5296cb020cc938f55504813a0a8aa0534a6bcafbee98309c8b84cc71e779,1,ISOT–ISOT,0.7164179104477612
ISOT,40922,c5d8cfabff4dba15f39ae65074824cf62888218f6d4eb15a274d426dc86357ba,1,ISOT,40925,44b516a93602ce39ef74ff2db03f394c09dc46d679c6d7a21456aca355ad7c93,1,ISOT–ISOT,0.7272727272727273
ISOT,35003,e84206766eec7326214da724018b7c799c490d7f268b61c2b130ab014ba391be,1,ISOT,41574,6da18229970c32b785633c5f1dbc928b56f647eef67899ce9292874aa4a6d4c5,1,ISOT–ISOT,0.7647058823529411
ISOT,41228,97bfb0a77d990233137cb61b7729df2c3c5be631a88ff2b78d93edf0648a985b,1,ISOT,41945,7ed31b1fc4da99c919f4ae3ef74ca17f754c236577bef0ce7fc11b6c81e4b54b,1,ISOT–ISOT,0.7586206896551724
ISOT,40202,893c4bc58320923e4a23e6c841f2e031bcfe76e9f5753edc64c7c79fc6d0d8b3,1,ISOT,42306,e82887de4c65183f4a869222724f628f3a4c3c5f2ffd29f21fb94631aefb416d,1,ISOT–ISOT,0.71875
